ProductVariety,MarketingSpend,CustomerFootfall,StoreSize,EmployeeEfficiency,StoreAge,CompetitorDistance,PromotionsCount,EconomicIndicator,StoreLocation,StoreCategory,MonthlySalesRevenue
533,23,2656,185,89,18,6,6,91.6,Sacramento,Grocery,255.35
634,29,2110,414,55.3,7,6,6,76.6,Los Angeles,Electronics,367.56
753,24,1124,90,52,2,13,5,93.5,Palo Alto,Clothing,281.47
275,42,1552,424,60.4,14,7,7,110.7,San Francisco,Clothing,241.59
734,35,1855,194,80.3,26,11,6,120.2,Palo Alto,Electronics,363.21
396,48,1906,203,78.5,18,10,7,102.8,Sacramento,Electronics,239.52
348,23,2431,88,69.4,1,13,5,85.6,Los Angeles,Electronics,176.62
518,6,2121,366,74.9,28,12,4,101.5,Sacramento,Grocery,330.54
460,27,852,59,54.2,8,11,5,76.3,Sacramento,Grocery,212.78
614,48,1884,299,84.3,5,7,8,104.3,San Francisco,Electronics,394.09
666,8,1722,272,89.8,27,12,3,104.7,Los Angeles,Grocery,376.6
332,40,1482,165,72,18,11,7,114.9,Sacramento,Clothing,175.08
752,44,2385,232,55.7,26,14,7,109,Palo Alto,Grocery,362.66
466,26,2043,252,72.7,27,9,6,86,Los Angeles,Electronics,296.71
408,11,1797,434,72.3,7,10,5,100.3,Los Angeles,Grocery,319.68
634,9,2514,272,51.6,13,2,3,106.4,Los Angeles,Electronics,286.13
543,40,2249,262,84.7,20,11,7,121,San Francisco,Grocery,331.59
595,22,1629,184,68.4,3,8,5,85.5,Sacramento,Grocery,309.93
614,38,2048,453,82.5,23,11,7,120.6,Los Angeles,Electronics,370.87
371,39,1399,358,83.6,21,7,7,120.8,Palo Alto,Clothing,339.06
774,8,1527,271,76,27,8,4,101.6,Los Angeles,Electronics,374.97
528,49,2183,301,66.9,6,8,7,111.4,San Francisco,Clothing,304.93
372,14,1040,86,70.8,27,9,4,72.7,Sacramento,Electronics,251.24
495,19,2226,56,93.7,19,14,4,117.8,Palo Alto,Clothing,271.46
391,15,2802,343,90.4,23,9,4,117.3,Palo Alto,Clothing,317.22
710,19,2376,154,68.3,6,7,5,60,Los Angeles,Electronics,348.08
500,37,2764,391,70.8,1,12,6,96,Sacramento,Grocery,325.58
279,8,1628,306,90.8,8,13,3,86.4,San Francisco,Electronics,242.39
622,32,2282,65,91.9,11,12,7,101.7,Sacramento,Electronics,287.03
342,35,1774,228,81.4,6,12,6,98.9,Sacramento,Clothing,227.3
697,40,3156,103,53.4,11,10,7,91.2,Sacramento,Grocery,343.3
441,13,1810,84,50.2,11,11,5,120.3,Sacramento,Electronics,207.52
481,28,2160,95,75.9,5,10,6,109.6,Palo Alto,Electronics,291.8
677,38,2120,489,52.3,4,8,6,102.1,San Francisco,Electronics,394.57
466,22,1554,122,63.6,27,11,5,107.3,San Francisco,Electronics,290.23
334,6,1567,499,57.4,11,9,4,90.3,Los Angeles,Electronics,299.8
628,40,1378,104,67.2,12,2,7,94.6,Sacramento,Clothing,283.5
426,12,1916,278,75.5,15,11,3,77.9,Los Angeles,Grocery,289.2
190,28,2033,449,56.3,17,7,5,104.5,San Francisco,Clothing,256.92
361,14,1497,270,85.1,15,9,5,99,Palo Alto,Electronics,290.11
468,24,2277,371,79,22,13,5,115.5,San Francisco,Electronics,311.08
931,48,1867,325,74.3,29,8,7,98.2,Los Angeles,Grocery,427.45
679,50,3144,133,69.6,11,17,8,96.8,Sacramento,Electronics,303.72
742,33,2079,313,86.6,21,6,6,103.3,San Francisco,Electronics,379.18
787,40,1973,93,80.5,10,7,7,100.7,Sacramento,Grocery,307.52
387,18,2807,399,87.4,30,12,4,121.1,Sacramento,Electronics,353.83
416,7,1135,295,52.2,21,12,3,92.1,Sacramento,Electronics,245.21
550,46,1679,420,66.3,16,10,7,96.6,Sacramento,Grocery,341.91
550,36,1861,123,64.5,4,14,6,108.4,Palo Alto,Grocery,283.38
762,22,1608,209,58.3,27,9,5,62.5,San Francisco,Clothing,398.01
624,34,1644,314,62.3,7,14,5,108.2,Sacramento,Electronics,396.78
150,31,2034,54,53.2,24,11,5,106.3,Los Angeles,Electronics,107.16
825,49,2567,132,55.8,11,10,8,93.6,Sacramento,Electronics,313.33
458,41,1201,449,81.5,9,11,7,100.8,Palo Alto,Electronics,311.91
463,40,2099,190,55,27,10,7,105.3,San Francisco,Clothing,222.45
497,41,2768,447,67.8,8,7,7,97.7,Palo Alto,Clothing,342.2
562,19,1613,83,90.5,29,7,5,110.7,Los Angeles,Clothing,260.11
594,11,1554,301,82.9,9,11,3,110,Sacramento,Electronics,294.19
507,33,2174,252,50.6,15,16,6,86.7,San Francisco,Electronics,250.71
681,45,2180,454,60.4,11,8,7,121.9,Palo Alto,Grocery,432.77
632,28,1891,377,71.7,25,15,5,93.7,San Francisco,Clothing,374.93
449,35,1755,254,71.3,1,12,7,92.5,San Francisco,Electronics,297.89
715,36,2247,415,78.2,25,12,6,78.1,San Francisco,Electronics,444.85
527,13,1792,110,85.1,6,11,4,110.2,San Francisco,Grocery,282.61
488,24,1774,407,55.7,19,12,4,101.2,Los Angeles,Clothing,352.24
577,30,781,186,67,7,12,6,92.2,Palo Alto,Grocery,310.45
474,18,2602,434,88.4,11,14,5,99.2,Palo Alto,Clothing,361.95
746,43,2134,195,72.1,15,12,6,61.4,Sacramento,Grocery,369
639,37,2433,416,92,26,8,7,84.7,San Francisco,Grocery,356.22
329,50,2510,425,90.2,18,5,8,113.5,Sacramento,Clothing,340.77
234,24,1624,310,81.1,1,9,5,96.6,Palo Alto,Grocery,263.87
474,8,930,138,86.6,29,9,4,111.7,Sacramento,Electronics,303.72
412,29,1913,281,65.9,8,7,6,92.1,Sacramento,Clothing,319.7
561,49,2474,70,51,5,13,7,115.9,San Francisco,Clothing,253.25
600,10,2276,494,56.4,28,9,4,116.6,Palo Alto,Clothing,407.83
528,40,1422,217,51.9,7,12,7,100.7,Palo Alto,Grocery,237.3
461,44,2342,283,80.6,16,3,7,96.4,San Francisco,Electronics,289.61
658,26,2010,303,52.6,16,9,5,115.8,San Francisco,Clothing,357.23
585,11,1760,485,52.3,27,11,4,86.6,San Francisco,Electronics,349.04
657,46,1658,445,56.3,11,10,8,89.8,San Francisco,Clothing,438.63
262,40,2213,313,64.6,9,12,7,103.7,Los Angeles,Electronics,250.21
364,22,1585,235,93.3,22,9,4,115.3,Palo Alto,Electronics,254.57
384,38,2016,54,62.4,12,12,6,103.6,Palo Alto,Clothing,169.89
553,39,1325,409,63.5,11,8,6,103.7,Sacramento,Grocery,396.7
466,8,1473,322,55.9,17,8,3,88.5,San Francisco,Clothing,258.97
543,41,1136,474,71.5,4,12,7,94.7,Los Angeles,Grocery,375.31
470,36,1706,51,79.9,11,11,6,97.4,Palo Alto,Grocery,212
323,48,1999,351,78,25,12,7,95.2,Sacramento,Electronics,243.87
666,45,2370,187,74.8,29,8,8,94.9,Sacramento,Electronics,361.83
340,40,1014,119,77.3,20,10,7,96.2,San Francisco,Grocery,168.6
332,22,2356,235,55.2,8,11,5,118.1,Palo Alto,Clothing,237.41
419,29,1974,272,54.8,22,7,6,103,Los Angeles,Grocery,257.88
392,32,2245,117,71.8,1,12,6,88.6,Palo Alto,Clothing,221.28
534,35,1737,280,61.3,26,13,6,84.4,Palo Alto,Grocery,288.18
442,40,2896,154,78.3,1,11,7,126,Los Angeles,Electronics,281.03
622,13,1774,135,75.1,1,11,4,103.5,Palo Alto,Clothing,249.32
495,20,1021,268,80.5,2,15,5,93.1,Sacramento,Grocery,315.19
709,30,3265,211,56.9,2,12,6,83.8,Sacramento,Clothing,381.88
639,28,1720,331,77,27,12,6,119,Palo Alto,Electronics,341.44
338,50,2292,379,50.5,21,14,8,95.2,San Francisco,Electronics,323.1
382,47,1594,313,80.6,13,7,7,102.7,Palo Alto,Clothing,235.53
589,19,2044,487,89,16,12,5,91.3,Sacramento,Grocery,363.92
474,34,2163,207,69.8,18,9,6,114.2,Palo Alto,Clothing,265.67
546,14,1439,321,65.1,5,9,4,84.6,Sacramento,Clothing,301.74
567,39,2483,179,54.5,25,6,6,108.6,Sacramento,Electronics,296.22
654,10,2792,254,74.5,11,14,4,88.7,San Francisco,Grocery,342.55
594,12,2047,62,69.8,23,11,3,86.8,Los Angeles,Electronics,302.61
375,48,2241,120,62.1,24,9,7,98.2,Los Angeles,Electronics,224.51
639,48,1037,474,80.7,22,13,8,91.8,Palo Alto,Electronics,396.6
285,26,1994,329,87.6,11,10,5,107.6,Palo Alto,Electronics,301.09
446,38,1757,310,68.2,8,7,7,94.4,Los Angeles,Grocery,261.33
579,32,2040,435,82.4,2,14,6,98.6,Los Angeles,Grocery,331.35
419,14,1323,260,60.3,29,12,4,106.7,San Francisco,Grocery,282.88
217,7,1985,224,74.4,14,12,3,76.7,Sacramento,Clothing,241.72
665,20,2012,329,78.4,23,9,5,110.7,Sacramento,Electronics,416.66
289,17,2419,69,69.3,11,5,4,108.6,Palo Alto,Grocery,156.12
260,35,1467,147,71.9,27,14,6,95.8,Los Angeles,Electronics,151.12
485,27,1775,463,52.6,25,7,6,102.9,San Francisco,Electronics,389.19
275,18,1702,327,50.8,22,8,4,103.8,Sacramento,Clothing,204.74
523,26,1596,462,83.9,25,11,5,99.8,San Francisco,Clothing,377.78
504,27,2366,463,90.8,10,13,5,101.3,San Francisco,Grocery,402.53
857,26,1751,109,58.4,12,13,6,104.4,Los Angeles,Electronics,355.24
614,49,2352,60,71.2,18,8,8,75.9,Sacramento,Electronics,275.95
340,15,2359,261,81,14,10,5,112.3,San Francisco,Electronics,223.44
275,43,2045,185,92.2,28,8,7,87.6,Sacramento,Clothing,234.71
383,42,2541,183,71.5,12,10,7,79.2,Sacramento,Clothing,202.56
363,6,2443,222,53.7,28,18,4,123.1,Sacramento,Electronics,194.53
470,21,2605,490,85.3,17,9,5,100.9,Sacramento,Grocery,398.88
430,32,2572,337,55.9,30,9,6,92.3,Palo Alto,Grocery,300.07
506,44,2239,273,55.7,30,10,7,104,Sacramento,Grocery,298.68
398,32,2078,71,77.1,3,11,6,111.7,Los Angeles,Electronics,214.01
610,12,1711,283,60.8,7,10,5,92.5,Palo Alto,Grocery,338.1
554,6,1978,53,80.8,18,16,4,98.4,Los Angeles,Grocery,205.5
740,19,2028,62,78.9,11,12,4,82.4,San Francisco,Clothing,338.84
660,38,2647,398,69.9,24,7,7,108.5,Sacramento,Clothing,375.03
651,14,1407,347,55,29,10,4,136,San Francisco,Electronics,371.49
575,35,2041,491,79.3,9,9,6,100.3,San Francisco,Clothing,394.71
279,10,2739,280,64.5,6,15,3,77.3,Palo Alto,Clothing,268.29
603,8,1642,374,94.6,7,14,3,131.3,Sacramento,Clothing,401.36
472,48,2223,146,52.1,19,9,7,91.8,Sacramento,Grocery,218.27
398,7,1740,213,80.8,27,11,3,86.2,Los Angeles,Electronics,242.33
420,26,1977,354,77.5,6,10,6,101.2,Los Angeles,Grocery,306.39
618,42,2110,500,68.4,14,4,8,89.5,San Francisco,Grocery,366.29
713,32,2024,460,72.4,27,15,5,92.3,Sacramento,Clothing,436.22
587,18,1823,450,60.4,4,11,5,102.2,Palo Alto,Electronics,386.73
400,7,1968,250,64.4,9,13,3,119.2,San Francisco,Electronics,261.42
417,23,2393,69,78.5,29,7,5,105.7,San Francisco,Electronics,260.5
422,17,2396,95,59.3,6,6,5,102.1,Los Angeles,Grocery,260.98
492,38,1896,337,72,3,12,7,91.1,Sacramento,Electronics,274.29
571,27,1757,489,87.6,20,7,5,96.8,Los Angeles,Grocery,391.14
497,22,2062,66,51,28,7,5,99.5,San Francisco,Grocery,189.48
617,26,1573,488,73.8,20,11,5,93.6,Los Angeles,Electronics,370.94
727,31,1136,202,90.9,16,12,6,97,Los Angeles,Grocery,387.67
381,26,1732,134,93.4,7,14,6,98.3,Sacramento,Grocery,188.08
374,8,1083,250,71.3,24,6,3,123.4,San Francisco,Clothing,257.47
448,15,2338,287,70.9,9,11,4,105.1,Palo Alto,Grocery,320.81
497,47,2440,375,92.3,4,5,7,80,San Francisco,Grocery,321.77
465,49,2983,367,50,19,10,7,98.2,Sacramento,Grocery,277.21
355,9,2179,242,67.1,24,8,3,90.4,Sacramento,Electronics,265.09
542,27,540,223,63.8,23,9,5,118.8,Sacramento,Electronics,308.75
692,26,1429,478,94,3,6,5,101.2,Palo Alto,Grocery,400.43
434,36,1348,421,70.4,3,14,7,94.2,San Francisco,Clothing,358.37
407,28,1681,383,56.9,17,13,5,102.9,Sacramento,Clothing,274.94
532,50,2254,430,75.5,10,15,7,76,Los Angeles,Clothing,395.45
562,47,1547,365,60.6,2,8,7,89.9,Sacramento,Grocery,366.1
606,11,2756,209,93.6,14,8,4,116.6,Palo Alto,Electronics,279.56
673,34,2129,259,94.7,8,9,7,100.3,San Francisco,Grocery,339.77
273,14,1373,373,90,24,10,5,114.4,Palo Alto,Grocery,234.15
321,39,2434,230,79.4,15,7,7,96,Palo Alto,Clothing,216.23
504,33,2180,391,70.3,6,12,6,86.6,Sacramento,Grocery,309.87
461,35,1638,199,65.6,18,10,6,84.4,San Francisco,Electronics,275.1
666,26,1850,257,58,19,8,5,96.7,Palo Alto,Electronics,350.72
686,34,1736,489,51.8,8,8,6,94.1,San Francisco,Grocery,406.82
341,12,2364,344,58.7,28,14,5,110,San Francisco,Electronics,281.47
461,30,2281,483,72.9,6,11,5,123.3,San Francisco,Clothing,384.91
596,24,2743,157,87,30,9,5,75.2,San Francisco,Electronics,346.77
596,14,1229,311,85.2,18,13,4,94.3,Los Angeles,Electronics,323.54
275,45,2606,397,79,12,8,8,105.6,Palo Alto,Grocery,278.44
694,12,2668,51,83,21,13,3,94.1,Palo Alto,Clothing,335.76
509,17,2374,120,94.3,1,7,4,96.1,San Francisco,Clothing,236.31
499,35,1405,198,51.8,17,1,7,77.6,San Francisco,Clothing,299.42
499,19,2300,186,57.3,23,11,5,85.1,Sacramento,Clothing,271.33
492,25,1844,86,64.3,23,9,5,113.1,San Francisco,Clothing,260.85
788,33,1754,221,52.3,26,12,6,108,Los Angeles,Clothing,337.01
713,33,2563,221,59.2,11,1,7,109.9,Los Angeles,Grocery,318.09
916,25,2490,440,51.6,21,9,5,109.2,Sacramento,Electronics,430.08
367,10,2542,269,84.6,19,9,4,90.5,San Francisco,Electronics,227.89
521,22,2552,471,94.4,15,11,6,60.8,Palo Alto,Grocery,403.89
492,50,2177,394,60.6,29,9,8,96.8,San Francisco,Clothing,287.83
386,41,1857,64,64.7,22,16,7,87.3,San Francisco,Clothing,199.3
366,50,1793,103,91.9,8,10,8,76,San Francisco,Electronics,202.62
472,20,1892,370,78.5,27,13,5,105.4,San Francisco,Electronics,295.1
432,30,1875,217,94.1,9,14,6,97,Los Angeles,Grocery,240.4
520,36,1307,446,60.3,27,14,6,86.8,Palo Alto,Electronics,348.62
576,32,2045,122,57.1,23,11,6,98.6,Palo Alto,Clothing,243.55
629,50,2236,456,65.4,5,3,8,118.7,Sacramento,Electronics,342.74
691,21,2134,311,56.3,22,8,4,93.1,Palo Alto,Grocery,390.03
541,42,1613,198,74.7,6,11,7,79,Sacramento,Clothing,291.29
507,16,2126,83,65.7,19,3,5,106.8,Los Angeles,Clothing,232.63
703,45,1860,362,71.1,16,14,7,74.7,Sacramento,Electronics,394.61
606,21,2429,55,50.4,26,12,5,102.4,Sacramento,Electronics,264.97
338,41,1582,295,80.6,22,9,7,82.3,San Francisco,Clothing,266.76
468,31,2753,60,90.4,2,12,6,123.6,Los Angeles,Clothing,211.54
571,19,2412,405,72.6,22,11,5,85,Los Angeles,Grocery,376.63
502,22,1904,471,56.3,30,15,5,74.6,Palo Alto,Clothing,317.09
764,49,1540,491,73.3,1,9,7,99.8,Palo Alto,Grocery,415.6
638,34,3111,222,73,11,10,6,114.1,Los Angeles,Clothing,282.79
449,32,1991,60,52.3,17,4,6,131.6,Los Angeles,Grocery,191.46
338,23,1625,79,67.7,17,10,5,111.3,Los Angeles,Electronics,162.11
567,13,1793,329,71.7,22,12,5,82,Los Angeles,Electronics,370.18
423,21,1277,270,65.6,20,10,5,111.1,Palo Alto,Electronics,278.99
589,22,2193,174,66.6,19,3,5,111.2,San Francisco,Grocery,269.45
498,36,2273,87,59,25,6,6,96.1,Palo Alto,Clothing,257.23
310,32,1538,118,94.9,3,6,6,105,Sacramento,Grocery,162.95
704,27,1891,146,58.3,11,5,5,107.9,Palo Alto,Grocery,310.29
625,24,1983,238,60.9,11,16,5,98.3,Sacramento,Electronics,327.96
747,28,1783,403,77.9,7,4,6,101.6,Sacramento,Grocery,383.43
388,24,2108,336,80.4,28,8,5,102.8,San Francisco,Grocery,254.07
631,43,2336,122,83,24,13,8,127.7,Palo Alto,Clothing,332.07
454,13,1128,488,58,30,14,5,110.4,Los Angeles,Grocery,386.02
308,37,2033,247,59.1,3,12,7,82.2,Palo Alto,Grocery,263.84
568,18,2542,496,64.4,4,11,4,93.2,Los Angeles,Grocery,422.24
649,31,1358,248,56.8,1,14,6,88.8,Los Angeles,Electronics,324.37
414,49,1952,230,53.5,1,5,8,116.2,Los Angeles,Electronics,268.32
804,11,1505,363,59,2,8,4,103.5,San Francisco,Clothing,389.15
466,21,1437,306,80.4,1,6,5,96.6,Sacramento,Clothing,334.29
441,13,1732,268,66.9,16,6,3,105.2,Los Angeles,Electronics,251.57
563,34,2304,315,85.4,9,7,6,81.9,Palo Alto,Clothing,318.2
717,16,1254,493,75,18,8,4,82.5,Los Angeles,Electronics,426.62
475,33,1866,216,83.3,21,13,6,114.4,San Francisco,Electronics,285.01
339,48,1984,387,64.1,23,10,7,95.4,Los Angeles,Grocery,242.27
595,36,2081,379,79.7,1,7,6,112.4,San Francisco,Grocery,375.54
455,8,2251,359,93.8,30,8,4,90.7,San Francisco,Grocery,291.09
771,32,1843,312,89.1,8,11,6,116.9,Palo Alto,Electronics,363.2
656,34,2947,120,84.4,20,9,7,114.5,Sacramento,Clothing,274.07
416,31,1658,337,65.3,2,7,5,104.9,Sacramento,Electronics,334.35
698,31,2112,239,83.8,30,11,7,98.8,Palo Alto,Electronics,303.1
525,17,2167,423,66,11,13,4,126.7,Los Angeles,Electronics,348.18
386,43,1485,441,55.5,11,7,8,89.8,Los Angeles,Electronics,331.69
525,37,1834,114,69.7,5,14,7,94.5,Los Angeles,Electronics,294.35
525,27,2001,269,67.8,23,9,6,106.2,San Francisco,Electronics,271.42
688,13,1775,355,61.7,17,12,4,125.3,Sacramento,Grocery,344.69
431,17,2376,131,90.4,4,12,5,102.3,Los Angeles,Clothing,242.19
739,22,2175,200,56.6,14,5,5,104.2,Palo Alto,Clothing,352.95
505,32,1883,399,83.8,9,9,6,86.8,Los Angeles,Clothing,328.91
709,25,2114,265,64.6,6,10,5,95.2,San Francisco,Clothing,352.22
723,23,1397,458,83.1,25,8,5,99.8,Los Angeles,Grocery,438.81
472,32,1166,142,71.1,28,11,6,95.7,San Francisco,Grocery,268.57
367,47,2345,350,73.6,26,5,7,104.4,San Francisco,Grocery,328.62
566,47,1732,447,86.3,28,5,8,107.7,Los Angeles,Electronics,381.34
483,25,2331,398,54,5,9,6,83.5,Sacramento,Clothing,338.97
638,36,2338,149,63.8,1,12,6,117.3,San Francisco,Electronics,280.17
599,19,2029,72,75,14,9,5,91.5,Sacramento,Clothing,225.37
422,26,1902,400,74.7,20,7,5,90.2,Sacramento,Clothing,312.01
406,35,1839,439,56.9,6,12,6,81.9,Sacramento,Electronics,305.04
502,49,1935,255,88.5,25,6,8,107.9,Sacramento,Grocery,270.55
463,15,1918,102,59.1,8,7,4,99.2,Palo Alto,Grocery,205.12
550,21,1405,331,70.3,26,7,4,89.9,San Francisco,Electronics,324.29
611,16,2088,458,67,22,14,4,100.8,San Francisco,Clothing,356.17
680,34,2285,341,75.4,4,8,6,125.1,Los Angeles,Electronics,418.1
443,20,1796,232,75.1,23,6,5,63.5,Sacramento,Electronics,262.34
560,33,1849,241,73.3,16,14,7,106.6,Palo Alto,Grocery,342.35
513,14,2611,285,52.7,10,9,4,112.4,Sacramento,Grocery,324.62
718,43,2233,112,58.2,7,8,7,85.5,San Francisco,Electronics,353.75
613,18,1343,256,82.5,17,6,5,107.2,San Francisco,Clothing,368.41
348,39,1990,496,67.6,14,12,6,89.4,Los Angeles,Clothing,312.76
396,44,1838,469,73,6,8,7,89.9,Sacramento,Clothing,294.26
504,31,1637,362,55.2,27,7,6,98.8,San Francisco,Grocery,325.23
435,35,2546,429,83.9,5,10,6,94.4,Sacramento,Electronics,377.42
620,17,2150,449,56,6,13,5,112.7,Sacramento,Grocery,341.57
557,47,1906,180,55.6,16,4,7,83.4,Sacramento,Electronics,327.69
370,45,2743,469,79.9,22,10,7,91.8,Sacramento,Grocery,316.71
854,31,2377,459,67.9,29,7,7,101.8,Palo Alto,Electronics,423.53
321,13,1756,380,51.6,12,13,4,112.3,San Francisco,Clothing,299.33
601,21,1167,321,90.5,10,11,5,98.1,Sacramento,Clothing,346.31
355,22,2158,225,91.6,8,6,6,98.1,Los Angeles,Electronics,293.17
349,14,1879,224,54.8,19,14,4,94.5,San Francisco,Clothing,225.02
609,10,2575,254,90.7,28,15,3,103.4,Los Angeles,Grocery,364.64
529,5,1390,283,54.1,6,14,3,106.2,San Francisco,Grocery,296.74
667,10,2350,253,77,28,9,4,100.3,Los Angeles,Electronics,321.37
543,6,1054,89,73.7,2,14,3,100.1,Los Angeles,Grocery,226.01
420,10,2534,350,51.5,15,11,4,104.9,Sacramento,Grocery,259.54
676,28,977,137,54.1,10,8,5,69.8,San Francisco,Clothing,341.45
481,44,1755,52,74.1,17,9,7,113.1,Palo Alto,Clothing,266.15
357,23,2416,262,75.1,20,8,4,85.8,San Francisco,Grocery,206.16
509,26,1885,425,64.6,15,8,6,80.5,San Francisco,Electronics,376.08
414,31,1274,300,81.7,20,3,7,119.8,Palo Alto,Clothing,268.4
591,49,1919,281,78.4,20,6,7,101.5,San Francisco,Clothing,335.48
471,11,1448,414,83.9,22,9,4,90.9,Los Angeles,Grocery,303.41
658,21,1371,357,60.3,21,7,5,79.8,Palo Alto,Grocery,368.24
456,50,2256,441,71.6,14,11,8,88.4,Palo Alto,Grocery,368.98
283,41,2478,74,53.9,10,9,6,93.1,Sacramento,Clothing,140.6
599,30,2328,130,63.7,10,17,7,97.2,Sacramento,Grocery,265.76
400,47,1265,303,72,14,11,8,83.4,Los Angeles,Electronics,272.14
762,18,1510,475,52.8,16,7,5,107.1,San Francisco,Grocery,479.27
521,5,1648,467,68.4,24,13,4,80.8,Los Angeles,Grocery,363.26
374,22,1832,446,82.6,23,15,5,102.7,Los Angeles,Clothing,276.47
617,46,1193,400,77.8,30,9,7,85.9,Sacramento,Electronics,327.08
566,48,2189,208,73.1,12,6,8,83.6,San Francisco,Clothing,336.64
432,24,2188,59,69.9,30,11,6,88.1,Palo Alto,Clothing,249.56
443,31,2079,290,63.7,19,12,6,84.2,San Francisco,Clothing,302.74
539,10,1062,145,70.6,9,9,3,101.8,San Francisco,Clothing,262.91
565,43,1426,492,80.4,30,8,7,121.8,San Francisco,Clothing,399.56
147,37,1799,166,94.6,25,17,6,73.2,San Francisco,Clothing,195.55
150,27,1968,320,92.7,13,10,5,93.8,Los Angeles,Clothing,172.99
438,13,1738,406,86.6,7,13,5,105.1,Palo Alto,Electronics,310.37
359,25,1769,60,90.6,16,9,5,93.6,Palo Alto,Grocery,191.94
458,22,2141,251,81.5,3,7,5,91.7,Sacramento,Grocery,288.86
531,18,2232,414,54.9,25,12,5,89.6,Palo Alto,Clothing,332.96
839,10,2545,280,80.7,23,16,4,97.4,Sacramento,Clothing,398.45
100,9,1854,473,54.2,12,12,4,101.8,Palo Alto,Grocery,221.47
298,10,2329,279,66.9,23,10,4,94.2,Sacramento,Grocery,275.58
235,10,1743,279,73.8,8,12,4,95.8,Sacramento,Electronics,186.77
507,10,2506,376,86.5,10,12,3,98.8,San Francisco,Clothing,361.79
423,32,1730,327,54.2,16,6,6,120,Los Angeles,Clothing,319.08
567,44,1736,78,64,12,9,7,105.7,Los Angeles,Electronics,230.17
368,19,1997,123,55,4,10,5,127.2,Palo Alto,Grocery,258.97
600,26,1868,451,54.6,10,8,6,122.9,Palo Alto,Grocery,341.5
422,27,2374,161,61.5,4,8,5,107.8,Los Angeles,Grocery,220.43
745,49,1902,307,68.4,15,7,7,95.4,Palo Alto,Electronics,346.81
654,15,1885,153,84,28,8,4,84.9,Sacramento,Electronics,276.46
284,21,1333,382,50.2,16,8,5,122,Sacramento,Clothing,220.86
631,9,2937,180,71.7,20,9,3,81.3,Los Angeles,Grocery,272.45
433,34,2247,392,55.3,24,9,6,105.1,Palo Alto,Clothing,340.91
357,34,953,320,63.8,16,13,6,92.6,Palo Alto,Electronics,246.54
490,47,1213,329,62,8,11,8,129.2,Sacramento,Grocery,264.18
456,21,1921,214,52.9,22,2,4,102.6,Palo Alto,Grocery,305.49
615,5,1627,493,58.4,19,14,3,123.3,Sacramento,Clothing,356.23
548,26,2183,185,82.7,29,12,5,98.4,Sacramento,Clothing,246.74
116,46,1125,425,67.8,25,9,7,66.6,San Francisco,Grocery,241.24
303,7,2706,398,73.2,18,15,4,70.2,Los Angeles,Clothing,264.29
446,39,2389,292,55.5,8,13,7,89.4,Los Angeles,Electronics,306.26
364,43,1888,358,84.1,17,7,7,82.9,Palo Alto,Clothing,254.14
553,25,1515,378,56.2,17,10,5,102.8,Palo Alto,Grocery,319.47
500,10,2972,109,55.8,28,12,4,119.9,Los Angeles,Clothing,281.79
553,45,2656,69,59.8,11,11,8,128.3,Palo Alto,Electronics,265.63
650,39,1770,388,68.1,10,13,7,93,San Francisco,Clothing,360.25
776,20,2543,310,51.8,23,10,4,102.5,Sacramento,Clothing,360.57
120,36,1524,129,66,13,13,6,92.8,Los Angeles,Grocery,184.14
471,38,2332,484,67.1,12,9,6,92.9,Palo Alto,Electronics,365.67
371,6,2428,397,59.4,17,9,3,123.6,Los Angeles,Grocery,277.26
379,10,2516,306,70.7,18,4,4,90.8,San Francisco,Electronics,298.9
192,5,1314,334,79,26,17,3,93.8,Sacramento,Electronics,209.84
426,10,2309,304,56.9,17,10,3,86.7,San Francisco,Clothing,252.06
263,6,630,140,53.6,22,16,4,86.4,San Francisco,Electronics,218.39
436,47,1673,73,56.2,13,7,7,88.1,Palo Alto,Electronics,174.98
431,28,3264,188,79,30,9,6,107.9,Sacramento,Grocery,255.73
495,36,2279,225,78.7,15,13,7,96,Sacramento,Electronics,316.1
544,23,2372,314,55.1,10,9,5,115.6,Los Angeles,Electronics,365.33
779,26,1851,477,89.5,5,9,5,111.4,Sacramento,Clothing,471.58
591,31,1163,351,61.6,10,6,6,103.2,Sacramento,Grocery,324.32
358,49,1885,332,58.3,10,8,8,88.3,Sacramento,Grocery,268.47
667,11,1384,465,63.8,12,10,4,124.7,Palo Alto,Electronics,365.09
420,21,1291,408,85.2,11,8,4,111,San Francisco,Electronics,337.74
391,13,1653,370,71.8,25,8,4,136.9,Sacramento,Grocery,253.82
519,34,2229,418,90.3,18,9,6,98.9,Los Angeles,Electronics,375.53
549,31,1512,352,75.4,10,11,5,106.5,Sacramento,Clothing,372.23
334,48,1989,75,83.7,14,8,8,95.3,Palo Alto,Grocery,238.91
651,19,2106,246,64.5,16,12,4,121.5,San Francisco,Clothing,346.05
535,43,2180,189,73,22,9,7,107.3,San Francisco,Electronics,277.97
556,22,1797,497,62.5,13,4,5,89.9,San Francisco,Grocery,407.3
638,39,1940,122,82.5,28,13,7,110.5,Palo Alto,Clothing,317.01
582,41,1160,381,77.7,10,11,6,108.8,Sacramento,Grocery,313.68
360,31,1569,439,70.1,11,9,6,132.9,Sacramento,Grocery,261.25
375,39,1389,219,63.9,1,9,6,121,Los Angeles,Clothing,280.25
