StoreID,ProductVariety,MarketingSpend,CustomerFootfall,StoreSize,EmployeeEfficiency,StoreAge,CompetitorDistance,PromotionsCount,EconomicIndicator,StoreLocation,StoreCategory,MonthlySalesRevenue,ReportMonth,RecurringRevenuePct,MRR,RunRateAnnualRevenue,PayrollCost,RentCost,TechOpsCost,SupportOpsCost,COGS,TotalMonthlyCost,BurnRate,CashReserve,RunwayMonths,ConversionRate,NewCustomers,ActiveCustomers,GrossMarginPct,ARPU,ChurnRate,CAC,CLV,CLV_CAC_Ratio,NPS,CSAT,SupportTickets,ResolutionTimeHours,DAU,MAU,DAU_MAU_Ratio,ErrorRatePct,SystemUptimePct,CycleTimeDays,TimeToMarketDays,RevenuePerSqFt,FootfallPerPromotion,RevenuePerEmployeeEfficiencyPoint
STORE-0462,338,50,2292,379,50.5,21,14,8,95.2,San Francisco,Electronics,323.1,2024-11-30,0.2,64.62,3877.2,73.87,60.64,11.34,5.34,213.25,414.44,91.34,1340.84,14.68,0.018,37,974,0.34,79.61,0.031,1351.35,873.19,0.65,21.7,77.7,33,23.66,373,1509,0.2472,1.81,99.465,13.7,13.7,0.853,286.5,6.398
STORE-0463,382,47,1594,313,80.6,13,7,7,102.7,Palo Alto,Clothing,235.53,2024-12-31,0.38,89.5,2826.36,47.04,53.21,8.48,4.67,138.96,299.36,63.83,856.02,13.41,0.0215,28,622,0.41,138.14,0.023,1678.57,2462.41,1.47,40.7,87.7,19,16.44,260,807,0.3222,1.029,99.728,7.4,7.4,0.752,227.71,2.922
STORE-0464,589,19,2044,487,89.0,16,12,5,91.3,Sacramento,Grocery,363.92,2025-01-31,0.54,196.52,4367.04,60.72,58.44,7.4,4.52,265.66,415.74,51.82,1614.4,31.15,0.0273,49,829,0.27,194.39,0.012,387.76,4373.7,11.28,47.0,84.1,17,15.54,240,1332,0.1802,1.447,99.57,18.0,18.0,0.747,408.8,4.089
STORE-0465,474,34,2163,207,69.8,18,9,6,114.2,Palo Alto,Clothing,265.67,2025-02-28,0.35,92.98,3188.04,42.4,35.19,9.69,4.82,156.75,282.85,17.18,810.85,47.2,0.0221,39,789,0.41,113.13,0.027,871.79,1717.92,1.97,30.9,79.3,30,17.18,269,801,0.3358,1.437,99.632,11.0,11.0,1.283,360.5,3.806
STORE-0466,546,14,1439,321,65.1,5,9,4,84.6,Sacramento,Clothing,301.74,2025-03-31,0.35,105.61,3620.88,58.0,38.52,8.56,3.91,178.03,301.02,0.0,1489.02,999.0,0.0224,33,626,0.41,161.96,0.039,424.24,1702.63,4.01,17.2,81.1,18,12.92,115,676,0.1701,1.307,99.663,18.3,18.3,0.94,359.75,4.635
STORE-0467,567,39,2483,179,54.5,25,6,6,108.6,Sacramento,Electronics,296.22,2025-04-30,0.17,50.36,3554.64,49.26,21.48,12.06,5.02,195.51,322.33,26.11,1008.99,38.64,0.021,49,618,0.34,97.79,0.045,795.92,738.83,0.93,8.3,75.4,21,15.88,245,1021,0.24,2.088,99.399,17.5,17.5,1.655,413.83,5.435
STORE-0468,654,10,2792,254,74.5,11,14,4,88.7,San Francisco,Grocery,342.55,2025-05-31,0.48,164.42,4110.6,44.52,40.64,8.76,4.78,250.06,358.76,16.21,1049.83,64.76,0.0272,68,1100,0.27,122.57,0.012,147.06,2757.77,18.75,31.1,83.5,19,15.53,360,1286,0.2799,1.345,99.654,22.3,22.3,1.349,698.0,4.598
STORE-0469,594,12,2047,62,69.8,23,11,3,86.8,Los Angeles,Electronics,302.61,2025-06-30,0.22,66.57,3631.32,26.45,9.3,9.87,4.08,199.72,261.42,0.0,913.06,999.0,0.0226,45,478,0.34,167.12,0.029,266.67,1959.35,7.35,23.1,77.8,16,15.91,134,536,0.25,1.485,99.541,18.5,18.5,4.881,682.33,4.335
STORE-0470,375,48,2241,120,62.1,24,9,7,98.2,Los Angeles,Electronics,224.51,2025-07-31,0.25,56.13,2694.12,37.84,18.0,11.09,5.09,148.18,268.2,43.69,770.94,17.65,0.019,41,621,0.34,108.46,0.025,1170.73,1475.11,1.26,30.4,79.1,15,15.47,176,970,0.1814,1.829,99.46,7.2,7.2,1.871,320.14,3.615
STORE-0471,639,48,1037,474,80.7,22,13,8,91.8,Palo Alto,Electronics,396.6,2025-08-31,0.25,99.15,4759.2,64.68,80.58,9.04,4.53,261.76,468.59,71.99,1456.39,20.23,0.0248,27,640,0.34,185.91,0.025,1777.78,2528.32,1.42,42.9,85.1,20,19.4,231,1019,0.2267,1.617,99.45,22.4,22.4,0.837,129.62,4.914
STORE-0472,285,26,1994,329,87.6,11,10,5,107.6,Palo Alto,Electronics,301.09,2025-09-30,0.28,84.31,3613.08,44.25,55.93,7.07,4.49,198.72,336.46,35.37,971.67,27.47,0.0196,41,767,0.34,131.91,0.029,634.15,1546.49,2.44,47.7,87.0,19,13.62,291,846,0.344,0.971,99.742,7.8,7.8,0.915,398.8,3.437
STORE-0473,446,38,1757,310,68.2,8,7,7,94.4,Los Angeles,Grocery,261.33,2025-10-31,0.51,133.28,3135.96,54.77,46.5,8.03,4.77,190.77,342.84,81.51,970.51,11.91,0.0234,40,770,0.27,141.93,0.017,950.0,2254.25,2.37,27.0,83.4,34,17.79,287,1100,0.2609,1.386,99.644,10.9,10.9,0.843,251.0,3.832
STORE-0474,579,32,2040,435,82.4,2,14,6,98.6,Los Angeles,Grocery,331.35,2025-11-30,0.48,159.05,3976.2,59.29,65.25,5.99,4.74,241.89,409.16,77.81,1193.05,15.33,0.027,56,734,0.27,177.69,0.012,571.43,3997.92,7.0,49.9,82.3,17,17.46,222,813,0.2731,1.234,99.68,17.4,17.4,0.762,340.0,4.021
STORE-0475,419,14,1323,260,60.3,29,12,4,106.7,San Francisco,Grocery,282.88,2025-12-31,0.48,135.78,3394.56,54.4,41.6,11.65,3.83,206.5,331.98,49.1,1074.48,21.88,0.0225,30,631,0.27,176.45,0.021,466.67,2268.64,4.86,17.5,74.5,26,14.12,169,674,0.2507,1.841,99.457,14.0,14.0,1.088,330.75,4.691
STORE-0476,217,7,1985,224,74.4,14,12,3,76.7,Sacramento,Clothing,241.72,2026-01-31,0.35,84.6,2900.64,41.28,26.88,8.46,4.04,142.61,230.27,0.0,943.67,999.0,0.0183,34,722,0.41,112.49,0.039,205.88,1182.56,5.74,31.2,80.7,30,11.95,293,1073,0.2731,1.562,99.603,6.7,6.7,1.079,661.67,3.249
STORE-0477,665,20,2012,329,78.4,23,9,5,110.7,Sacramento,Electronics,416.66,2026-02-28,0.22,91.67,4999.92,50.23,39.48,9.4,4.5,275.0,398.61,0.0,1513.76,999.0,0.0245,49,913,0.34,120.49,0.029,408.16,1412.6,3.46,37.0,81.9,26,13.9,303,975,0.3108,1.571,99.521,15.5,15.5,1.266,402.4,5.315
STORE-0478,289,17,2419,69,69.3,11,5,4,108.6,Palo Alto,Grocery,156.12,2026-03-31,0.48,74.94,1873.44,27.54,11.73,8.87,4.54,113.97,183.65,27.53,579.21,21.04,0.0207,42,776,0.27,79.19,0.039,404.76,548.23,1.35,32.8,77.2,20,14.3,240,999,0.2402,1.337,99.656,6.9,6.9,2.263,604.75,2.253
STORE-0479,260,35,1467,147,71.9,27,14,6,95.8,Los Angeles,Electronics,151.12,2026-04-30,0.22,33.25,1813.44,34.44,22.05,10.74,4.37,99.74,206.34,55.22,531.48,9.62,0.0183,27,580,0.34,68.79,0.019,1296.3,1231.03,0.95,38.9,82.9,16,12.42,187,667,0.2804,1.809,99.465,6.4,6.4,1.028,244.5,2.102
STORE-0480,485,27,1775,463,52.6,25,7,6,102.9,San Francisco,Electronics,389.19,2026-05-31,0.17,66.16,4670.28,81.74,74.08,11.97,4.57,256.87,456.23,67.04,1203.28,17.95,0.0197,37,853,0.34,93.07,0.045,729.73,703.22,0.96,8.9,76.8,38,21.0,282,1346,0.2095,2.058,99.346,19.4,19.4,0.841,295.83,7.399
STORE-0481,275,18,1702,327,50.8,22,8,4,103.8,Sacramento,Clothing,204.74,2024-06-30,0.3,61.42,2456.88,67.95,39.24,11.74,4.08,120.8,261.81,57.07,757.38,13.27,0.0172,24,661,0.41,89.2,0.043,750.0,850.54,1.13,10.5,71.2,22,16.45,232,918,0.2527,1.8,99.467,8.0,8.0,0.626,425.5,4.03
STORE-0482,523,26,1596,462,83.9,25,11,5,99.8,San Francisco,Clothing,377.78,2024-07-31,0.35,132.22,4533.36,61.28,73.92,8.94,4.23,222.89,397.26,19.48,1759.85,90.34,0.0239,39,771,0.41,164.63,0.027,666.67,2499.97,3.75,51.9,84.4,25,16.98,241,858,0.2809,1.689,99.433,19.0,19.0,0.818,319.2,4.503
STORE-0483,504,27,2366,463,90.8,10,13,5,101.3,San Francisco,Grocery,402.53,2024-08-31,0.54,217.37,4830.36,56.91,74.08,6.78,4.73,293.85,463.35,60.82,2056.86,33.82,0.0264,66,1029,0.27,173.22,0.012,409.09,3897.45,9.53,46.1,83.8,19,15.19,401,1737,0.2309,1.294,99.606,17.1,17.1,0.869,473.2,4.433
STORE-0484,857,26,1751,109,58.4,12,13,6,104.4,Los Angeles,Electronics,355.24,2024-09-30,0.17,60.39,4262.88,39.03,16.35,9.65,4.55,234.46,330.04,0.0,1647.61,999.0,0.0262,40,532,0.34,136.22,0.045,650.0,1029.2,1.58,16.9,74.7,21,15.31,205,857,0.2392,1.432,99.633,22.6,22.6,3.259,291.83,6.083
STORE-0485,614,49,2352,60,71.2,18,8,8,75.9,Sacramento,Electronics,275.95,2024-10-31,0.25,68.99,3311.4,25.32,7.2,8.97,5.38,182.13,278.0,2.05,1055.83,515.04,0.0232,52,730,0.34,113.41,0.037,942.31,1042.13,1.11,31.7,82.8,14,13.11,208,818,0.2543,1.971,99.507,19.0,19.0,4.599,294.0,3.876
STORE-0486,340,15,2359,261,81.0,14,10,5,112.3,San Francisco,Electronics,223.44,2024-11-30,0.22,49.16,2681.28,41.06,41.76,7.99,4.72,147.47,258.0,34.56,965.71,27.94,0.0199,49,673,0.34,87.66,0.029,306.12,1027.68,3.36,38.1,83.0,12,14.09,148,1038,0.1426,1.177,99.693,9.0,9.0,0.856,471.8,2.759
STORE-0487,275,43,2045,185,92.2,28,8,7,87.6,Sacramento,Clothing,234.71,2024-12-31,0.44,103.27,2816.52,25.42,22.2,8.86,4.96,138.48,242.92,8.21,884.78,107.77,0.0208,45,761,0.41,130.27,0.013,955.56,4108.67,4.3,52.2,86.6,19,12.89,242,879,0.2753,1.196,99.609,5.0,5.0,1.269,292.14,2.546
STORE-0488,383,42,2541,183,71.5,12,10,7,79.2,Sacramento,Clothing,202.56,2025-01-31,0.38,76.97,2430.72,38.66,21.96,8.37,5.28,119.51,235.78,33.22,953.54,28.7,0.0208,45,687,0.41,107.56,0.035,933.33,1259.95,1.35,27.8,80.3,21,13.57,226,813,0.278,1.692,99.572,11.7,11.7,1.107,363.0,2.833
STORE-0489,363,6,2443,222,53.7,28,18,4,123.1,Sacramento,Electronics,194.53,2025-02-28,0.17,33.07,2334.36,54.52,26.64,12.44,4.56,128.39,232.55,38.02,925.49,24.34,0.0187,41,951,0.34,41.73,0.029,146.34,489.23,3.34,23.7,70.9,40,17.1,290,1165,0.2489,1.981,99.424,12.3,12.3,0.876,610.75,3.623
STORE-0490,470,21,2605,490,85.3,17,9,5,100.9,Sacramento,Grocery,398.88,2025-03-31,0.54,215.4,4786.56,63.46,58.8,8.16,4.88,291.18,447.48,48.6,1922.9,39.57,0.0251,65,931,0.27,189.72,0.021,323.08,2439.24,7.55,38.4,85.3,36,16.94,366,1078,0.3395,1.462,99.566,17.2,17.2,0.814,521.0,4.676
STORE-0491,430,32,2572,337,55.9,30,9,6,92.3,Palo Alto,Grocery,300.07,2025-04-30,0.43,129.03,3600.84,65.74,57.29,12.64,5.08,219.05,391.8,91.73,1459.76,15.91,0.0222,50,791,0.27,133.76,0.037,640.0,976.09,1.53,15.7,71.7,18,16.58,160,1054,0.1518,1.995,99.421,10.7,10.7,0.89,428.67,5.368
STORE-0492,506,44,2239,273,55.7,30,10,7,104.0,Sacramento,Grocery,298.68,2025-05-31,0.46,137.39,3584.16,58.82,32.76,12.6,5.08,218.04,371.3,72.62,1157.04,15.93,0.0236,47,891,0.27,126.44,0.033,936.17,1034.53,1.11,22.9,74.5,24,18.25,221,1147,0.1927,2.066,99.404,11.5,11.5,1.094,319.86,5.362
STORE-0493,398,32,2078,71,77.1,3,11,6,111.7,Los Angeles,Electronics,214.01,2025-06-30,0.22,47.08,2568.12,22.7,10.65,7.17,4.76,141.25,218.53,4.52,964.0,213.27,0.0207,35,680,0.34,83.08,0.029,914.29,974.07,1.07,38.0,78.9,26,14.23,263,1130,0.2327,0.907,99.757,11.1,11.1,3.014,346.33,2.776
STORE-0494,610,12,1711,283,60.8,7,10,5,92.5,Palo Alto,Grocery,338.1,2025-07-31,0.48,162.29,4057.2,56.61,48.11,8.79,4.3,246.81,376.62,38.52,1549.51,40.23,0.0253,37,729,0.27,182.55,0.021,324.32,2347.05,7.24,18.3,77.1,23,16.63,295,891,0.3311,1.52,99.613,17.9,17.9,1.195,342.2,5.561
STORE-0495,554,6,1978,53,80.8,18,16,4,98.4,Los Angeles,Grocery,205.5,2025-08-31,0.48,98.64,2466.0,18.31,7.95,8.93,4.26,150.01,195.46,0.0,744.8,999.0,0.0264,50,681,0.27,118.77,0.012,120.0,2672.41,22.27,38.5,78.3,15,10.45,192,715,0.2685,1.47,99.625,13.8,13.8,3.877,494.5,2.543
STORE-0496,740,19,2028,62,78.9,11,12,4,82.4,San Francisco,Clothing,338.84,2025-09-30,0.35,118.59,4066.08,20.53,9.92,7.93,4.29,199.92,261.59,0.0,1577.34,999.0,0.0266,53,513,0.41,221.92,0.039,358.49,2333.03,6.51,35.6,81.4,14,11.68,116,578,0.2007,1.146,99.701,24.3,24.3,5.465,507.0,4.295
STORE-0497,660,38,2647,398,69.9,24,7,7,108.5,Sacramento,Clothing,375.03,2025-10-31,0.38,142.51,4500.36,63.34,47.76,10.3,5.35,221.27,386.02,10.99,1211.85,110.27,0.0248,64,1120,0.41,122.15,0.023,593.75,2177.48,3.67,28.2,84.5,39,18.55,314,1156,0.2716,1.649,99.502,25.3,25.3,0.942,378.14,5.365
STORE-0498,651,14,1407,347,55.0,29,10,4,136.0,San Francisco,Electronics,371.49,2025-11-30,0.17,63.15,4457.88,67.42,55.52,12.51,3.89,245.18,398.52,27.03,1843.6,68.21,0.0226,32,619,0.34,122.42,0.039,437.5,1067.28,2.44,14.2,76.8,27,16.42,179,991,0.1806,2.229,99.366,18.6,18.6,1.071,351.75,6.754
STORE-0499,575,35,2041,491,79.3,9,9,6,100.3,San Francisco,Clothing,394.71,2025-12-31,0.35,138.15,4736.52,67.46,78.56,7.43,4.74,232.88,426.07,31.36,1841.82,58.73,0.0243,46,930,0.41,142.61,0.027,760.87,2165.51,2.85,33.6,79.7,33,17.7,283,1354,0.209,1.177,99.633,20.2,20.2,0.804,340.17,4.977
STORE-0500,279,10,2739,280,64.5,6,15,3,77.3,Palo Alto,Clothing,268.29,2026-01-31,0.35,93.9,3219.48,53.88,47.6,8.54,4.53,158.29,282.84,14.55,888.52,61.07,0.0187,45,896,0.41,100.61,0.029,222.22,1422.38,6.4,28.2,76.2,16,15.94,220,1301,0.1691,1.772,99.554,5.0,5.0,0.958,913.0,4.16
STORE-0501,603,8,1642,374,94.6,7,14,3,131.3,Sacramento,Clothing,401.36,2026-02-28,0.41,164.56,4816.32,44.65,44.88,6.21,3.82,236.8,344.36,0.0,1756.61,999.0,0.0262,35,614,0.41,257.29,0.012,228.57,8790.83,38.46,54.5,83.6,22,13.69,156,876,0.1781,0.821,99.777,13.7,13.7,1.073,547.33,4.243
STORE-0502,472,48,2223,146,52.1,19,9,7,91.8,Sacramento,Grocery,218.27,2026-03-31,0.46,100.4,2619.24,47.2,17.52,11.76,5.07,159.34,288.89,70.62,662.49,9.38,0.0226,43,709,0.27,116.12,0.033,1116.28,950.06,0.85,15.6,72.9,17,18.51,239,820,0.2915,1.995,99.501,14.5,14.5,1.495,317.57,4.189
STORE-0503,398,7,1740,213,80.8,27,11,3,86.2,Los Angeles,Electronics,242.33,2026-04-30,0.22,53.31,2907.96,35.91,31.95,10.25,3.88,159.94,248.93,6.6,1132.87,171.65,0.0205,32,677,0.34,94.49,0.029,218.75,1107.85,5.06,43.3,80.8,27,12.07,222,728,0.3049,1.473,99.544,14.8,14.8,1.138,580.0,2.999
STORE-0504,420,26,1977,354,77.5,6,10,6,101.2,Los Angeles,Grocery,306.39,2026-05-31,0.48,147.07,3676.68,53.56,53.1,7.36,4.7,223.66,368.38,61.99,1454.57,23.46,0.0239,40,699,0.27,172.53,0.021,650.0,2218.22,3.41,37.1,85.2,19,17.01,236,900,0.2622,1.009,99.733,12.3,12.3,0.866,329.5,3.953
STORE-0505,618,42,2110,500,68.4,14,4,8,89.5,San Francisco,Grocery,366.29,2024-06-30,0.51,186.81,4395.48,75.54,80.0,9.24,5.22,267.39,479.39,113.1,1593.6,14.09,0.0258,44,1073,0.27,142.76,0.035,954.55,1101.31,1.15,25.0,80.9,25,21.57,290,1610,0.1801,1.563,99.543,19.0,19.0,0.733,263.75,5.355
STORE-0506,713,32,2024,460,72.4,27,15,5,92.3,Sacramento,Clothing,436.22,2024-07-31,0.35,152.68,5234.64,68.54,55.2,10.87,4.51,257.37,428.49,0.0,2075.97,999.0,0.0261,45,904,0.41,162.14,0.017,711.11,3910.39,5.5,34.1,78.7,27,16.57,235,1031,0.2279,1.708,99.429,21.9,21.9,0.948,404.8,6.025
STORE-0507,587,18,1823,450,60.4,4,11,5,102.2,Palo Alto,Electronics,386.73,2024-08-31,0.22,85.08,4640.76,75.24,76.5,8.43,4.38,255.24,437.79,51.06,1260.89,24.69,0.022,39,751,0.34,135.95,0.029,461.54,1593.86,3.45,20.7,77.6,18,19.16,198,691,0.2865,1.402,99.641,18.2,18.2,0.859,364.6,6.403
STORE-0508,400,7,1968,250,64.4,9,13,3,119.2,San Francisco,Electronics,261.42,2024-09-30,0.22,57.51,3137.04,50.64,40.0,9.3,4.03,172.54,283.51,22.09,952.37,43.11,0.0196,37,744,0.34,92.76,0.023,189.19,1371.21,7.25,24.0,71.1,18,14.34,303,1130,0.2681,1.564,99.602,15.2,15.2,1.046,656.0,4.059
STORE-0509,417,23,2393,69,78.5,29,7,5,105.7,San Francisco,Electronics,260.5,2024-10-31,0.22,57.31,3126.0,21.56,11.04,10.25,4.74,171.93,242.52,0.0,963.14,999.0,0.0206,52,562,0.34,122.37,0.029,442.31,1434.68,3.24,32.4,80.6,18,13.99,154,598,0.2575,1.549,99.526,14.5,14.5,3.775,478.6,3.318
STORE-0510,422,17,2396,95,59.3,6,6,5,102.1,Los Angeles,Grocery,260.98,2024-11-30,0.43,112.22,3131.76,36.9,14.25,8.57,4.75,190.52,271.99,11.01,761.23,69.14,0.0221,54,541,0.27,170.09,0.037,314.81,1241.22,3.94,8.4,74.2,20,14.19,176,733,0.2401,1.24,99.679,14.9,14.9,2.747,479.2,4.401
STORE-0511,492,38,1896,337,72.0,3,12,7,91.1,Sacramento,Electronics,274.29,2024-12-31,0.25,68.57,3291.48,55.27,40.44,6.99,4.86,181.03,326.59,52.3,1122.16,21.46,0.0218,39,807,0.34,101.96,0.025,974.36,1386.69,1.42,33.7,82.1,32,18.06,246,778,0.3162,1.026,99.729,17.0,17.0,0.814,270.86,3.81
STORE-0512,571,27,1757,489,87.6,20,7,5,96.8,Los Angeles,Grocery,391.14,2025-01-31,0.54,211.22,4693.68,61.85,73.35,8.64,4.33,285.53,460.7,69.56,1436.61,20.65,0.0266,39,751,0.27,230.63,0.021,692.31,2965.2,4.28,46.5,84.7,21,18.77,293,1048,0.2796,1.396,99.582,13.2,13.2,0.8,351.4,4.465
STORE-0513,497,22,2062,66,51.0,28,7,5,99.5,San Francisco,Grocery,189.48,2025-02-28,0.43,81.48,2273.76,39.11,10.56,12.11,4.53,138.32,226.63,37.15,692.83,18.65,0.0226,45,469,0.27,142.46,0.037,488.89,1039.57,2.13,10.0,72.8,9,17.9,125,559,0.2236,2.124,99.391,16.0,16.0,2.871,412.4,3.715
STORE-0514,617,26,1573,488,73.8,20,11,5,93.6,Los Angeles,Electronics,370.94,2025-03-31,0.22,81.61,4451.28,70.71,73.2,9.27,4.21,244.82,428.21,57.27,1486.45,25.96,0.0235,30,855,0.34,114.54,0.029,866.67,1342.89,1.55,38.6,80.2,26,17.47,242,1324,0.1828,1.526,99.551,23.4,23.4,0.76,314.6,5.026
STORE-0515,727,31,1136,202,90.9,16,12,6,97.0,Los Angeles,Grocery,387.67,2025-04-30,0.54,209.34,4652.04,28.13,30.3,7.27,4.15,283.0,383.85,0.0,1811.33,999.0,0.0297,31,396,0.27,433.48,0.012,1000.0,9753.34,9.75,61.3,87.2,11,11.64,151,608,0.2484,1.19,99.69,14.6,14.6,1.919,189.33,4.265
STORE-0516,381,26,1732,134,93.4,7,14,6,98.3,Sacramento,Grocery,188.08,2025-05-31,0.54,101.56,2256.96,19.03,16.08,5.69,4.54,137.3,208.64,20.56,713.25,34.69,0.0249,39,626,0.27,133.03,0.012,666.67,2993.26,4.49,60.0,89.1,14,8.54,136,558,0.2437,0.933,99.751,7.1,7.1,1.404,288.67,2.014
STORE-0517,374,8,1083,250,71.3,24,6,3,123.4,San Francisco,Clothing,257.47,2025-06-30,0.35,90.11,3089.64,46.16,40.0,10.05,3.46,151.91,259.58,2.11,1255.57,595.06,0.0202,20,526,0.41,164.46,0.021,400.0,3210.87,8.03,32.3,78.2,22,15.97,169,801,0.211,1.541,99.528,12.3,12.3,1.03,361.0,3.611
STORE-0518,448,15,2338,287,70.9,9,11,4,105.1,Palo Alto,Grocery,320.81,2025-07-31,0.48,153.99,3849.72,50.48,48.79,8.61,4.49,234.19,361.56,40.75,1246.1,30.58,0.0237,49,710,0.27,177.85,0.021,306.12,2286.61,7.47,33.8,78.1,31,14.7,195,1049,0.1859,1.378,99.646,16.2,16.2,1.118,584.5,4.525
STORE-0519,497,47,2440,375,92.3,4,5,7,80.0,San Francisco,Grocery,321.77,2025-08-31,0.57,183.41,3861.24,46.26,60.0,5.23,5.21,234.89,398.59,76.82,1229.7,16.01,0.0258,62,931,0.27,161.54,0.037,758.06,1178.82,1.56,55.8,89.4,18,15.16,387,1424,0.2718,0.715,99.802,7.3,7.3,0.858,348.57,3.486
STORE-0520,465,49,2983,367,50.0,19,10,7,98.2,Sacramento,Grocery,277.21,2025-09-30,0.46,127.52,3326.52,72.87,44.04,11.88,5.56,202.36,385.71,108.5,1150.28,10.6,0.0225,69,884,0.27,118.29,0.033,710.14,967.81,1.36,20.9,76.3,34,22.64,312,1461,0.2136,1.873,99.53,16.7,16.7,0.755,426.14,5.544
STORE-0521,355,9,2179,242,67.1,24,8,3,90.4,Sacramento,Electronics,265.09,2025-10-31,0.22,58.32,3181.08,48.01,29.04,11.02,4.17,174.96,276.2,11.11,1031.89,92.88,0.0185,41,789,0.34,88.7,0.029,219.51,1039.93,4.74,26.9,75.4,27,16.46,144,1100,0.1309,1.87,99.451,13.9,13.9,1.095,726.33,3.951
STORE-0522,542,27,540,223,63.8,23,9,5,118.8,Sacramento,Electronics,308.75,2025-11-30,0.22,67.92,3705.0,48.06,26.76,10.66,3.55,203.77,319.8,11.05,1070.17,96.85,0.0216,11,296,0.34,275.35,0.023,2454.55,4070.41,1.66,26.9,77.2,7,16.27,112,349,0.3209,1.889,99.446,19.1,19.1,1.385,108.0,4.839
STORE-0523,692,26,1429,478,94.0,3,6,5,101.2,Palo Alto,Grocery,400.43,2025-12-31,0.54,216.23,4805.16,56.48,81.26,5.1,4.12,292.31,465.27,64.84,1655.55,25.53,0.0289,39,849,0.27,208.84,0.012,666.67,4698.99,7.05,50.6,89.6,29,15.89,296,1074,0.2756,0.844,99.712,15.9,15.9,0.838,285.8,4.26
STORE-0524,434,36,1348,421,70.4,3,14,7,94.2,San Francisco,Clothing,358.37,2026-01-31,0.38,136.18,4300.44,65.55,67.36,7.71,4.51,211.44,392.57,34.2,1225.84,35.84,0.0219,24,631,0.41,207.18,0.013,1500.0,6534.25,4.36,36.9,79.2,13,19.5,198,762,0.2598,1.129,99.705,14.4,14.4,0.851,192.57,5.09
STORE-0525,407,28,1681,383,56.9,17,13,5,102.9,Sacramento,Clothing,274.94,2026-02-28,0.3,82.48,3299.28,70.15,45.96,10.22,4.28,162.21,320.82,45.88,1075.23,23.44,0.0202,34,781,0.41,101.38,0.043,823.53,966.68,1.17,16.4,78.6,15,21.54,184,967,0.1903,1.651,99.582,17.4,17.4,0.718,336.2,4.832
STORE-0526,532,50,2254,430,75.5,10,15,7,76.0,Los Angeles,Clothing,395.45,2026-03-31,0.38,150.27,4745.4,63.22,64.5,7.91,5.09,233.32,424.04,28.59,1666.26,58.28,0.0238,51,806,0.41,178.98,0.025,980.39,2935.3,2.99,43.4,80.4,36,21.66,173,1234,0.1402,1.751,99.559,18.0,18.0,0.92,322.0,5.238
STORE-0527,562,47,1547,365,60.6,2,8,7,89.9,Sacramento,Grocery,366.1,2026-04-30,0.51,186.71,4393.2,65.76,43.8,8.86,4.64,267.25,437.31,71.21,1402.84,19.7,0.0246,33,632,0.27,242.25,0.017,1424.24,3847.51,2.7,21.1,77.4,22,22.74,209,892,0.2343,1.348,99.653,12.7,12.7,1.003,221.0,6.041
STORE-0528,606,11,2756,209,93.6,14,8,4,116.6,Palo Alto,Electronics,279.56,2026-05-31,0.28,78.28,3354.72,27.15,35.53,7.49,4.76,184.51,270.44,0.0,1319.56,999.0,0.0247,61,855,0.34,109.87,0.013,180.33,2873.44,15.93,50.0,84.3,21,10.37,244,987,0.2472,0.848,99.771,15.5,15.5,1.338,689.0,2.987
STORE-0529,673,34,2129,259,94.7,8,9,7,100.3,San Francisco,Grocery,339.77,2024-06-30,0.57,193.67,4077.24,31.93,41.44,6.37,5.01,248.03,366.78,27.01,1203.66,44.56,0.0291,65,781,0.27,203.34,0.012,523.08,4575.17,8.75,47.1,93.8,23,12.9,302,1324,0.2281,0.967,99.743,11.5,11.5,1.312,304.14,3.588
STORE-0530,273,14,1373,373,90.0,24,10,5,114.4,Palo Alto,Grocery,234.15,2024-07-31,0.54,126.44,2809.8,47.53,63.41,8.36,4.09,170.93,308.32,74.17,1256.27,16.94,0.0227,30,745,0.27,139.17,0.012,466.67,3131.3,6.71,57.0,84.9,32,18.29,181,1030,0.1757,1.382,99.565,5.0,5.0,0.628,274.6,2.602
STORE-0531,321,39,2434,230,79.4,15,7,7,96.0,Palo Alto,Clothing,216.23,2024-08-31,0.38,82.17,2594.76,38.69,39.1,8.56,5.21,127.58,258.14,41.91,1033.2,24.65,0.0204,46,640,0.41,123.26,0.023,847.83,2197.15,2.59,39.1,83.3,19,12.39,213,748,0.2848,1.13,99.704,13.1,13.1,0.94,347.71,2.723
STORE-0532,504,33,2180,391,70.3,6,12,6,86.6,Sacramento,Grocery,309.87,2024-09-30,0.48,148.74,3718.44,62.32,46.92,8.23,4.83,226.21,381.51,71.64,1582.25,22.09,0.0247,52,720,0.27,169.4,0.021,634.62,2177.98,3.43,35.3,79.6,30,18.6,172,1096,0.1569,1.339,99.655,18.1,18.1,0.793,363.33,4.408
STORE-0533,461,35,1638,199,65.6,18,10,6,84.4,San Francisco,Electronics,275.1,2024-10-31,0.22,60.52,3301.2,44.25,31.84,9.86,4.48,181.57,307.0,31.9,1282.78,40.21,0.0205,31,548,0.34,132.53,0.041,1129.03,1098.99,0.97,31.4,79.0,22,12.7,182,670,0.2716,1.679,99.575,16.7,16.7,1.382,273.0,4.194
