InvoiceSectionName,Date,MeterCategory,CostInBillingCurrency,MeterSubCategory,MeterName,SubscriptionName,ResourceGroup,ConsumedService,ResourceLocation,ResourceName
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/24/2022,Bandwidth,0.002280961,Inter-Region,Inter Continent Data Transfer Out - NAM or EU To Any,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,0cf1ac09bc85e9d68ceb53be2280febadf4476186edf618fc7c0a22c8644653d,Microsoft.Network,westeurope,78ca465b823f50f8562c484e8a65cea800d1045c03591ee4b4c3a1edc99ce9ce
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/23/2022,Storage,1.20E-05,Tables,RA-GRS Data Stored,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,d28e28d1daf70d8988f72f316468c53b7905e6884592fe33296d229ab86a4899,Microsoft.Storage,westeurope,6fbf7cdec9ae9a9dda90dc350af39bc9ad472b53adebc1d8dc008afe7f194c56
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/23/2022,Storage,0,Bandwidth,Geo-Replication Data transfer,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,be7c2c0d15ac2005814e0e38763fee0ab9bb365a23dbe566011c4dff2ec582d2,Microsoft.Storage,westeurope,13484e0757cf33da5c4c6117515d98c3ccef8e2b212ac219badabe35ea4f02a7
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/23/2022,Azure Front Door Service,0.022237726,other,Standard Included Routing Rules,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,e38b5d021f8672910351de3f71d4d6f3e46f4a842397802c0c4f0a7f46914d92,Microsoft.Network,All Regions,3b8b26121ffb08876c72278f8bb4cc5ddafc0ef67e99df7c4fe669ee85a9194d
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/23/2022,Virtual Machines,0.028192244,Dv2/DSv2 Series,D11 v2/DS11 v2 Low Priority,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,05a92ef059d22b7847bf97a414cbd9b773f230a341f9262ebbfcd391f68fc350,Microsoft.MachineLearningServices,westeurope,55f17ee5c0235396a7acc69e7fc30d917319e3e053d08e3d66293504516884f1
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/23/2022,Storage,0.000211216,Files,LRS Write Operations,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,311bf93d7dc1e4d5802930e335c444464954843f49cd9c5f6048281b47a7a7f1,Microsoft.Storage,westeurope,90c553efbd66f7e426a6a82d1f6d28e8662ef0fab8eaaac66bfe04f58012f2dc
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/22/2022,Virtual Network,0.088798812,IP Addresses,Standard IPv4 Static Public IP,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,cefe58823fe460577895323787f59a18e6434c9e94059eb686d31363421d09f9,Microsoft.Network,westeurope,b2036a6301da2df0b767c284d2f062d88215f893d4b8e0aa16d94cfa15295ec1
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/22/2022,Bandwidth,5.97E-09,Inter-Region,Intra Continent Data Transfer Out,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,05a92ef059d22b7847bf97a414cbd9b773f230a341f9262ebbfcd391f68fc350,Microsoft.MachineLearningServices,westeurope,55f17ee5c0235396a7acc69e7fc30d917319e3e053d08e3d66293504516884f1
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/31/2022,Storage,1.92E-06,Tiered Block Blob,All Other Operations,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,cc4e9a0ced21133a950a5711bd23d7321ab678996dff697b1dc119442ceb859f,Microsoft.Storage,westeurope,855918cf3ff31171534ffaaf22613e3ab6c072cab58b83e8af3e155d82a33b04
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/31/2022,Storage,8.23E-05,General Block Blob,LRS List and Create Container Operations,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,b8f471cacc566df0a5d6fd119b10835658eca54501ac98af25d77e6122220787,Microsoft.Storage,westeurope,4c0e002ee645f52693ad46ef7a8f9ee1d0b90e75e2f7d4eec81e5e6bae563c1b
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/30/2022,Storage,0.02162486,Premium SSD Managed Disks,P10 LRS Disk,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,05a92ef059d22b7847bf97a414cbd9b773f230a341f9262ebbfcd391f68fc350,Microsoft.MachineLearningServices,westeurope,55f17ee5c0235396a7acc69e7fc30d917319e3e053d08e3d66293504516884f1
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/30/2022,Storage,3.78E-06,Tables,Batch Write Operations,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,75b23fd77cde94fdd7e0d375ed671e582e1366c7452940dfdd6ad284fe492f33,Microsoft.Storage,westeurope,3040ae6ff3c1259d6f34bf75f01af967a8ab134505656e3041aba9306313d28c
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/30/2022,Storage,0.014311927,Standard SSD Managed Disks,E2 Disks,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,43c17db9ed1b2f8fb2b00a32c6223f6e6b1e4b9b92b5c303e83b8f542db82cbc,Microsoft.Compute,northeurope,1d03c474fd53a74c9295c38234f402f3b617d55348122375c0046877f4204e26
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/30/2022,Storage,2.79E-06,General Block Blob,LRS Data Stored,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,311bf93d7dc1e4d5802930e335c444464954843f49cd9c5f6048281b47a7a7f1,Microsoft.Storage,westeurope,90c553efbd66f7e426a6a82d1f6d28e8662ef0fab8eaaac66bfe04f58012f2dc
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/30/2022,Load Balancer,0.018599833,Standard,Standard Included LB Rules and Outbound Rules,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,05a92ef059d22b7847bf97a414cbd9b773f230a341f9262ebbfcd391f68fc350,Microsoft.MachineLearningServices,westeurope,55f17ee5c0235396a7acc69e7fc30d917319e3e053d08e3d66293504516884f1
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/30/2022,Storage,4.01E-06,Tables,LRS Data Stored,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,c494d0de04fb4a7b6a42a638caf91072950febe8df858cec5c35d6a975fd9777,Microsoft.Storage,westeurope,7d6315b732030ca26e4256a3549cc023e193770860b7faaf0e6fe842be52153d
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/29/2022,Virtual Network,0.064798503,IP Addresses,Basic IPv4 Static Public IP,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,b8f471cacc566df0a5d6fd119b10835658eca54501ac98af25d77e6122220787,Microsoft.Network,northeurope,16e851b92633a0b7dd68188597c6e09e320036011753732056eaf3c69b651c20
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/29/2022,Virtual Machines,0.025157042,F/FS Series,F2/F2s,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,947209fa26963577f3edab0f41c2253a1e76bc290a61fad7954eba22355d501a,Microsoft.Compute,westeurope,7d3d647f6ba2bd5a553156a282e9fc1d280e8e37333c6b24a223ec39fe6df98c
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/29/2022,Storage,0.02162486,Premium SSD Managed Disks,P10 LRS Disk,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,05a92ef059d22b7847bf97a414cbd9b773f230a341f9262ebbfcd391f68fc350,Microsoft.MachineLearningServices,westeurope,55f17ee5c0235396a7acc69e7fc30d917319e3e053d08e3d66293504516884f1
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/28/2022,Load Balancer,6.91E-06,Standard,Standard Data Processed,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,05a92ef059d22b7847bf97a414cbd9b773f230a341f9262ebbfcd391f68fc350,Microsoft.MachineLearningServices,westeurope,55f17ee5c0235396a7acc69e7fc30d917319e3e053d08e3d66293504516884f1
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/28/2022,Storage,0.007176434,Files,LRS Data Stored,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,bffa24067f915a9d5eb6830c886753578c24cb15033cb282080c46aa184e83a0,Microsoft.Storage,northeurope,7d47c32cb7244220b851bf5f434efa6125d5473a6a7f654b5e1a099524056793
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/28/2022,Load Balancer,7.33E-06,Standard,Standard Data Processed,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,05a92ef059d22b7847bf97a414cbd9b773f230a341f9262ebbfcd391f68fc350,Microsoft.MachineLearningServices,westeurope,55f17ee5c0235396a7acc69e7fc30d917319e3e053d08e3d66293504516884f1
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/28/2022,Storage,0.014311927,Standard SSD Managed Disks,E2 Disks,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,43c17db9ed1b2f8fb2b00a32c6223f6e6b1e4b9b92b5c303e83b8f542db82cbc,Microsoft.Compute,northeurope,d1bce951689883b574c9ad9aab4053fe49bb4fc5a0b6f210427bdae9b2cb8865
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/28/2022,Virtual Network,0.003699951,IP Addresses,Standard IPv4 Static Public IP,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,05a92ef059d22b7847bf97a414cbd9b773f230a341f9262ebbfcd391f68fc350,Microsoft.MachineLearningServices,westeurope,55f17ee5c0235396a7acc69e7fc30d917319e3e053d08e3d66293504516884f1
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/28/2022,Load Balancer,0.018599833,Standard,Standard Included LB Rules and Outbound Rules,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,05a92ef059d22b7847bf97a414cbd9b773f230a341f9262ebbfcd391f68fc350,Microsoft.MachineLearningServices,westeurope,55f17ee5c0235396a7acc69e7fc30d917319e3e053d08e3d66293504516884f1
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/27/2022,Storage,3.78E-06,Tables,Batch Write Operations,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,48737c15be0716316657b69ba993dbbd6a1746d87f74c60102430b6cb19898bf,Microsoft.Storage,westeurope,20bb8ae9ac2ead78a957d3cc28460dd90815c796fe907bba6757a1e1e96ec198
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/27/2022,Storage,0.014311927,Standard SSD Managed Disks,E2 Disks,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,43c17db9ed1b2f8fb2b00a32c6223f6e6b1e4b9b92b5c303e83b8f542db82cbc,Microsoft.Compute,northeurope,ecdc4bef5f9190fdf44f5c14425115ac428a05df156fcef8b1daca3574125677
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/26/2022,Storage,1.59E-07,General Block Blob,Read Operations,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,e40106fa70c0afc731ea55e8dc13b3d0e8a432de0851eff261928794efff0f31,Microsoft.Storage,westeurope,192062cf70418b95bb5e56c863c5ed489b90d987e077e1d07fc6b29ae28c880f
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/26/2022,Bandwidth,1.04E-08,other,Standard Data Transfer Out,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,05a92ef059d22b7847bf97a414cbd9b773f230a341f9262ebbfcd391f68fc350,Microsoft.MachineLearningServices,westeurope,55f17ee5c0235396a7acc69e7fc30d917319e3e053d08e3d66293504516884f1
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/26/2022,Load Balancer,0.018599833,Standard,Standard Included LB Rules and Outbound Rules,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,05a92ef059d22b7847bf97a414cbd9b773f230a341f9262ebbfcd391f68fc350,Microsoft.MachineLearningServices,westeurope,55f17ee5c0235396a7acc69e7fc30d917319e3e053d08e3d66293504516884f1
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/25/2022,Storage,0.014311927,Standard SSD Managed Disks,E2 Disks,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,43c17db9ed1b2f8fb2b00a32c6223f6e6b1e4b9b92b5c303e83b8f542db82cbc,Microsoft.Compute,northeurope,64193cc87556fa260342f687cf5613a7929bd1128d0217f85db2e2063fffb17c
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/25/2022,Load Balancer,0.018599833,Standard,Standard Included LB Rules and Outbound Rules,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,05a92ef059d22b7847bf97a414cbd9b773f230a341f9262ebbfcd391f68fc350,Microsoft.MachineLearningServices,westeurope,55f17ee5c0235396a7acc69e7fc30d917319e3e053d08e3d66293504516884f1
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/25/2022,Storage,0.014311927,Standard SSD Managed Disks,E2 Disks,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,43c17db9ed1b2f8fb2b00a32c6223f6e6b1e4b9b92b5c303e83b8f542db82cbc,Microsoft.Compute,northeurope,b37bbd199fedddd294b47b78486da231fd25a23e099ebc87480d4d37914e52c3
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/25/2022,Load Balancer,0.018599833,Standard,Standard Included LB Rules and Outbound Rules,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,05a92ef059d22b7847bf97a414cbd9b773f230a341f9262ebbfcd391f68fc350,Microsoft.MachineLearningServices,westeurope,55f17ee5c0235396a7acc69e7fc30d917319e3e053d08e3d66293504516884f1
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/25/2022,Virtual Network,0.064798503,IP Addresses,Basic IPv4 Static Public IP,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,c494d0de04fb4a7b6a42a638caf91072950febe8df858cec5c35d6a975fd9777,Microsoft.Network,westeurope,a8f0a8db32241b058a386d0010fce4771d8c444bcd946a1852d0ed0e6027daca
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/25/2022,Bandwidth,3.73E-09,Inter-Region,Intra Continent Data Transfer Out,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,05a92ef059d22b7847bf97a414cbd9b773f230a341f9262ebbfcd391f68fc350,Microsoft.MachineLearningServices,westeurope,55f17ee5c0235396a7acc69e7fc30d917319e3e053d08e3d66293504516884f1
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/24/2022,Bandwidth,2.25E-06,Inter-Region,Inter Continent Data Transfer Out - NAM or EU To Any,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,05a92ef059d22b7847bf97a414cbd9b773f230a341f9262ebbfcd391f68fc350,Microsoft.MachineLearningServices,westeurope,55f17ee5c0235396a7acc69e7fc30d917319e3e053d08e3d66293504516884f1
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/24/2022,Storage,0.023651286,Standard HDD Managed Disks,Disk Operations,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,8223c986ebf749c921c32f38d96a0971860ad2ff90042efbddfac65e324cd158,Microsoft.Compute,westeurope,e432693b33bc17d22e083e5ae488cd32e45dbbcbc28ab75bb6d8ec52179be70d
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/24/2022,Load Balancer,0.018599833,Standard,Standard Included LB Rules and Outbound Rules,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,05a92ef059d22b7847bf97a414cbd9b773f230a341f9262ebbfcd391f68fc350,Microsoft.MachineLearningServices,westeurope,55f17ee5c0235396a7acc69e7fc30d917319e3e053d08e3d66293504516884f1
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/24/2022,Storage,1.92E-06,Tiered Block Blob,All Other Operations,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,b0957a9227939bda8cd1616a003f18523d3437a2bedd7e2c2a1182435a6d0635,Microsoft.Storage,westeurope,4ac6297c4d9a48ebad6649160142ec8884f3af29adc46bb347cdae67b7f183af
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/23/2022,Virtual Machines,0.801554045,BS Series,B2s,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,86f4c11fb894a2bc5bd8f96b713a67c6c754381e89453b9c18edb9ac71b3a6a1,Microsoft.Compute,northeurope,61e26a3f93de5939c1036a6bdeb93c611c9c4890f7ffa8e4d6568a0e4e74f003
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/23/2022,Storage,0.014311927,Standard SSD Managed Disks,E2 Disks,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,43c17db9ed1b2f8fb2b00a32c6223f6e6b1e4b9b92b5c303e83b8f542db82cbc,Microsoft.Compute,northeurope,cefcca524d7c4fa26f0baf7176ff5f7a9f3286845a764f38b6f424631774063e
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/23/2022,Virtual Machines,3.263930463,BS Series,B4ms,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,43c17db9ed1b2f8fb2b00a32c6223f6e6b1e4b9b92b5c303e83b8f542db82cbc,Microsoft.Compute,northeurope,34ed874943a14318d6304e7199227b030bd48b6f1ec979403ffd3ebb1977e7c9
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/22/2022,Virtual Network,0.064798503,IP Addresses,Basic IPv4 Static Public IP,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,b0957a9227939bda8cd1616a003f18523d3437a2bedd7e2c2a1182435a6d0635,Microsoft.Network,westeurope,1923720eb550fc94546ab78c726063dabebede7bb978a0aab6767b4a19bcb249
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/22/2022,Storage,0.014311927,Standard SSD Managed Disks,E2 Disks,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,43c17db9ed1b2f8fb2b00a32c6223f6e6b1e4b9b92b5c303e83b8f542db82cbc,Microsoft.Compute,northeurope,a630e8a4f4a9145ef999e039d3954a592813b4bd8fa988b9623c52b157eec06a
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/22/2022,Azure Front Door Service,0,other,Standard Data Transfer In,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,e38b5d021f8672910351de3f71d4d6f3e46f4a842397802c0c4f0a7f46914d92,Microsoft.Network,All Regions,3b8b26121ffb08876c72278f8bb4cc5ddafc0ef67e99df7c4fe669ee85a9194d
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/31/2022,Load Balancer,0.018599833,Standard,Standard Included LB Rules and Outbound Rules,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,05a92ef059d22b7847bf97a414cbd9b773f230a341f9262ebbfcd391f68fc350,Microsoft.MachineLearningServices,westeurope,55f17ee5c0235396a7acc69e7fc30d917319e3e053d08e3d66293504516884f1
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/31/2022,Bandwidth,2.98E-09,Inter-Region,Intra Continent Data Transfer Out,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,05a92ef059d22b7847bf97a414cbd9b773f230a341f9262ebbfcd391f68fc350,Microsoft.MachineLearningServices,westeurope,55f17ee5c0235396a7acc69e7fc30d917319e3e053d08e3d66293504516884f1
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/31/2022,Storage,1.80E-06,Tiered Block Blob,All Other Operations,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,e40106fa70c0afc731ea55e8dc13b3d0e8a432de0851eff261928794efff0f31,Microsoft.Storage,northeurope,279b91b7d2706ffda1309f407f4745bce373082bae9eb09141340f941edd5279
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/31/2022,Load Balancer,0.018599833,Standard,Standard Included LB Rules and Outbound Rules,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,05a92ef059d22b7847bf97a414cbd9b773f230a341f9262ebbfcd391f68fc350,Microsoft.MachineLearningServices,westeurope,55f17ee5c0235396a7acc69e7fc30d917319e3e053d08e3d66293504516884f1
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/31/2022,Storage,3.78E-06,Tables,Batch Write Operations,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,48737c15be0716316657b69ba993dbbd6a1746d87f74c60102430b6cb19898bf,Microsoft.Storage,westeurope,de294b615dfa645f9586e64669ab1d1b8c9adbb7c23e56c1cd6140cb8bb87a26
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/29/2022,Virtual Network,0.071998145,IP Addresses,Basic IPv4 Dynamic Public IP,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,10506ef2dfe5aca3bbd51d3c1644cbf11ed06c3c1d508c79fd90efb71236c4dc,Microsoft.Network,northeurope,2eaf67c85ec0581c1ce9619deff82b407a89251f7cf716e1e8a3bf5c6931759d
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/29/2022,Virtual Network,0.064798503,IP Addresses,Basic IPv4 Static Public IP,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,0691ed6ea676395421f7e9a9e4e085f050478505dd30b20bda426f30c7b78af1,Microsoft.Network,westeurope,be4f3f9d8eee5b00d451df5f9adc4cb7ecc58bd4d8780d044fd646ba12cdcf3d
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/29/2022,Storage,0.02162486,Premium SSD Managed Disks,P10 LRS Disk,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,05a92ef059d22b7847bf97a414cbd9b773f230a341f9262ebbfcd391f68fc350,Microsoft.MachineLearningServices,westeurope,55f17ee5c0235396a7acc69e7fc30d917319e3e053d08e3d66293504516884f1
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/29/2022,Virtual Network,0.088798812,IP Addresses,Standard IPv4 Static Public IP,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,57cd9a647457ad5c9d8cb12a601660f72c6870ac8a49d2c5c1c29762102da1f1,Microsoft.Network,westeurope,2d755d53fd13ac5283583c62163bcd0ec5b1834099c7342de215519f25e12b7f
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/28/2022,Storage,3.78E-06,Tables,Batch Write Operations,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,48737c15be0716316657b69ba993dbbd6a1746d87f74c60102430b6cb19898bf,Microsoft.Storage,westeurope,de294b615dfa645f9586e64669ab1d1b8c9adbb7c23e56c1cd6140cb8bb87a26
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/27/2022,Virtual Network,0.003699951,IP Addresses,Standard IPv4 Static Public IP,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,05a92ef059d22b7847bf97a414cbd9b773f230a341f9262ebbfcd391f68fc350,Microsoft.MachineLearningServices,westeurope,55f17ee5c0235396a7acc69e7fc30d917319e3e053d08e3d66293504516884f1
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/27/2022,Virtual Network,0.003699951,IP Addresses,Standard IPv4 Static Public IP,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,05a92ef059d22b7847bf97a414cbd9b773f230a341f9262ebbfcd391f68fc350,Microsoft.MachineLearningServices,westeurope,55f17ee5c0235396a7acc69e7fc30d917319e3e053d08e3d66293504516884f1
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/27/2022,Storage,3.21E-06,Tables,LRS Data Stored,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,660e1e0f19cc2d0dc3c1ad2563ef8005036d06912246ad179cc49593085e524a,Microsoft.Storage,westeurope,e7ac6c8bd9dc6cf1154b426ef9d22317ab49da974b877a574c3d61306b35d047
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/27/2022,Storage,1.59E-07,General Block Blob,Read Operations,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,660e1e0f19cc2d0dc3c1ad2563ef8005036d06912246ad179cc49593085e524a,Microsoft.Storage,WestUS,a93685d0ad9d72aeb6e4b5528162fb0e67e58e7c2573b8cfadc487fa3bb1c920
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/27/2022,Bandwidth,2.24E-09,Inter-Region,Intra Continent Data Transfer Out,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,05a92ef059d22b7847bf97a414cbd9b773f230a341f9262ebbfcd391f68fc350,Microsoft.MachineLearningServices,westeurope,55f17ee5c0235396a7acc69e7fc30d917319e3e053d08e3d66293504516884f1
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,12/26/2022,Storage,0.13869268,Premium SSD Managed Disks,P4 LRS Disk,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,b0a8226774ec273bf32e006723f890d273505f6b35d06baaff711ab8dcd6e9eb,Microsoft.Compute,westeurope,f866152acca39c5b8cce502a10cfc3d918f6e268f6b867eaf67af3f93855e836
